Method;URL;Header
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/css/hub.css;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/css,*/*;q=0.1","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/bolita.png;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/favicon.ico;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8","referer":"http://172.26.205.108:7000/hub","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
GET;/hub;{"host":"172.26.205.108:7000","connection":"keep-alive","pragma":"no-cache","cache-control":"no-cache","upgrade-insecure-requests":"1","user-agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","accept":"text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","accept-encoding":"gzip, deflate","accept-language":"es-ES,es;q=0.9,en;q=0.8"}
